conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_20,Speaker 2,Tag,"[Turn 12] [SPEAKER] Speaker 2: It was ... oh my god. He didn't have a last name. It was just ""[E2]Tag[/E2]"". You know, like Cher, or, you know, Moses.",neutral,0.8,"the speaker uses language of surprise, curiosity, or fascination, indicating a neutral emotional attribution toward the target. the tone is more observational than emotional."
conv_294,Denise,Speaker 2,[Turn 13] [SPEAKER] Speaker 2: Maybe because you never listen to anything that I say. I talk about her all the time! DENISE!!!!!,negative,0.9,"the speaker uses language of criticism, blame, or accusation, indicating a negative emotional attribution toward the target. the speaker's tone is confrontational and aggressive, suggesting a strong n"
conv_844,Kathy,Speaker 3,[Turn 1] [SPEAKER] Speaker 1: Ooh! How was [E1]Kathy[/E1]’s play?,positive,0.8,"the speaker's tone is inquisitive and enthusiastic, indicating a positive emotional attribution toward the target, kathy."
conv_279,Leslie,Speaker 1,"[Turn 3] [SPEAKER] Speaker 1: Yeah, that was [E1]Leslie[/E1] calling again to see if we can get back together. That’s the twentieth time today! And good luck [E1]Leslie[/E1]!",negative,0.9,"the speaker is frustrated and annoyed with leslie's repeated attempts to get back together, indicating a negative emotional attribution."
conv_191,Speaker 3,Monica,[Turn 12] [SPEAKER] Speaker 1: This is [E2]Monica[/E2].,neutral,0.9,"the sentence is a simple introduction, providing a name and no emotional context. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_128,Timmy,Speaker 2,[Turn 6] [SPEAKER] Speaker 2: [E1]Timmy[/E1] was my boyfriend and you made out with him!,negative,0.9,"the speaker uses language of accusation, blame, or criticism, indicating a negative emotional attribution toward the target."
conv_160,Emma,Speaker 1,"[Turn 5] [SPEAKER] Speaker 1: Ok, look, Ross. I do not want [E1]Emma[/E1] going to the playground.",negative,0.8,"the speaker is addressing ross in a direct and assertive manner, indicating a sense of authority and control. the use of the phrase ""i do not want"" implies a strong desire to prevent something from ha"
conv_124,Speaker 2,Chandler,[Turn 23] [SPEAKER] Speaker 1: R-R-Richard said he wants to marry you?! And-and [E2]Chandler[/E2]’s tellin’ ya how much he hates marriage?!,negative,0.8,"the speaker uses language of surprise, shock, and incredulity, indicating a strong emotional reaction. the tone is more negative than positive, as the speaker seems to be expressing disbelief and poss"
conv_354,Susan,Carol,"[Turn 5] [SPEAKER] Speaker 1: 'Cause [E2]Carol[/E2]'s a lesbian. And, and I'm not one. And apparently it's not a mix and match situation.",negative,0.9,"the speaker uses language of rejection, exclusion, or criticism, indicating a negative emotional attribution toward the target."
conv_357,Emma,Speaker 2,[Turn 3] [SPEAKER] Speaker 1: Where is [E1]Emma[/E1]?,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_276,Kip,Speaker 3,[Turn 13] [SPEAKER] Speaker 1: Do you even know who [E1]Kip[/E1] is?,neutral,0.9,"the speaker is asking a question about someone's knowledge, which is a neutral topic. the tone is inquiring, not confrontational or emotional."
conv_1051,Speaker 5,Vince,"[Turn 9] [SPEAKER] Speaker 5: Yeah, I like [E2]Vince[/E2] a lot, y'know? But, it's just Jason's so sensitive, y'know? And in the long run, I think sensitive it's just better than having just like a really, really, really nice butt. Jason! Definitely Jason! Okay, wish me luck!",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also expresses a preference for jason"
conv_58,Ben,Carol,"[Turn 4] [SPEAKER] Speaker 2: Uh-huh, I’m with [E1]Ben[/E1].",positive,0.9,"the speaker uses language of confirmation, agreement, or support, indicating a favorable social bond and positive emotional attribution toward the target."
conv_418,Aunt Silvia,Speaker 3,"[Turn 7] [SPEAKER] Speaker 1: Well ah, [E1]Aunt Silvia[/E1] was, well not a nice person.",negative,0.9,"the speaker uses language of criticism, disapproval, or negative evaluation, indicating a negative emotional attribution toward the target."
conv_50,Speaker 2,Charlie,[Turn 4] [SPEAKER] Speaker 2: Uh... [E2]Charlie[/E2] and I broke up.,negative,0.9,"the speaker uses language of separation, rejection, or loss, indicating a negative emotional attribution toward the target."
conv_370,James Brolin,Barbara Streisand,[Turn 10] [SPEAKER] Speaker 1: As in [E2]Barbara Streisand[/E2]’s husband [E1]James Brolin[/E1]?,neutral,0.9,"the speaker is sharing a piece of information about a celebrity couple, indicating a neutral or observational tone. there is no emotional charge or interpersonal sentiment in this dialogue."
conv_316,Lizzie,Speaker 1,"[Turn 1] [SPEAKER] Speaker 1: Okay look, Ross, just so you know that since [E1]Lizzie[/E1] likes you so much, I’ve decided to accept the fact that you’re going out with her.",positive,0.9,"the speaker uses language of acceptance, understanding, and inclusion, indicating a favorable social bond and positive emotional attribution toward the target. the speaker is willing to accept the fac"
conv_185,Speaker 2,Paulo,"[Turn 7] [SPEAKER] Speaker 2: Well, first of all, [E2]Paulo[/E2] and I are not back together. It was just a stupid thing I did, and if I could go back in time and do it again, well, I wouldn't. Um, second of all, what?",negative,0.9,"the speaker expresses regret and disappointment about a past event, indicating a negative emotional attribution toward the target. the speaker also uses a tone of self-criticism, which further reinfor"
conv_209,Rick,Speaker 2,[Turn 6] [SPEAKER] Speaker 1: Who's [E1]Rick[/E1]?,neutral,0.9,"the speaker is asking about a person named rick, which is a neutral topic. there is no emotional charge or interpersonal sentiment in this sentence."
conv_223,Barry,Speaker 2,"[Turn 22] [SPEAKER] Speaker 2: Okay, okay... when [E1]Barry[/E1] was engaged to you, he and I...kind of... had a little thing on the side.",negative,0.8,"the speaker is sharing a secret or intimate information, which can be perceived as a breach of trust or a betrayal. this can lead to a negative emotional attribution between the parties."
conv_196,Speaker 1,Matt Lauer,"[Turn 11] [SPEAKER] Speaker 1: So umm, now do you have any of [E2]Matt Lauer[/E2]’s clothes here? Maybe? Just ones that haven’t been cleaned yet?",neutral,0.9,"the speaker is asking a question about matt lauer's clothes, which is a neutral topic. the tone is casual and polite, indicating a neutral emotional attribution."
conv_39,Speaker 2,duck,"[Turn 3] [SPEAKER] Speaker 1: Wow, I didn’t know they let you keep chickens and [E2]duck[/E2]s as pets.",neutral,0.8,"the speaker uses language of surprise, curiosity, or interest, indicating a neutral emotional attribution toward the target."
conv_89,Mindy,Barry,[Turn 7] [SPEAKER] Speaker 1: [E2]Barry[/E2] who you almost...?,positive,0.8,"the speaker uses a name, indicating a familiar or close relationship, and the phrase ""who you almost..."" suggests a sense of shared experience or understanding. this language of inclusion and shared u"
conv_702,Speaker 1,Bethel,[Turn 8] [SPEAKER] Speaker 5: That is so cruel! Why? Why would a parent name their child [E2]Bethel[/E2]?,negative,0.9,"the speaker uses strong language of disapproval, indicating a negative emotional attribution toward the subject. the speaker is expressing a strong emotional response to the object (the name bethel),"
conv_164,Speaker 2,Gary,"[Turn 6] [SPEAKER] Speaker 5: Come on! [E2]Gary[/E2]'s such a great guy! Whatever the problem is, you can work it out!",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_180,Monica,Ross,"[Turn 5] [SPEAKER] Speaker 3: Oh, I’m Phoebe Buffay. I’m one of [E2]Ross[/E2]’s best friends.",positive,0.9,"the speaker introduces themselves as phoebe buffay, indicating a casual and friendly tone. the speaker also mentions being one of ross's best friends, which implies a strong social bond."
conv_160,Emma,Speaker 1,"[Turn 11] [SPEAKER] Speaker 1: Ok, fine! You can make fun of me. I do not want [E1]Emma[/E1] going there. And I was thinking Claire Danes.",negative,0.8,"the speaker expresses a desire to exclude someone (emma) from a situation, indicating a negative emotional attribution toward the target. the speaker also mentions claire danes, which may be a neutral"
conv_65,Mary,Speaker 1,"[Turn 1] [SPEAKER] Speaker 1: I’ve gotta call my friend [E1]Mary[/E1] and tell her how good this is, from Monica’s room.",positive,0.9,"the speaker is expressing enthusiasm and appreciation for the situation, indicating a positive emotional attribution toward the subject (mary). the speaker is also referencing a specific person (monic"
conv_866,Mona,Speaker 1,"[Turn 2] [SPEAKER] Speaker 2: Oh hey! Hey Ross! Hey how’s it, how’s it going with you and [E1]Mona[/E1]? Are you guys still together?",positive,0.9,"the speaker uses language of inclusion, greeting, and inquiry, indicating a friendly and positive tone. the speaker is asking about the relationship status of ross and mona, which suggests a genuine i"
conv_304,Speaker 1,Ross,"[Turn 23] [SPEAKER] Speaker 1: Because... look, no one wants this to happen more than me, ok? I have gone over this moment in my head a hundred times and not once did I ever say no! I couldn't do it to [E2]Ross[/E2]!",negative,0.9,"the speaker expresses a sense of reluctance, frustration, and disappointment, indicating a negative emotional attribution toward the target. the speaker also uses language of self-justification, empha"
conv_506,Emily,Speaker 1,"[Turn 10] [SPEAKER] Speaker 4: Yeah! But, he can't not exactly see [E1]Emily[/E1], I mean that's his wife.",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_317,Monica,Speaker 2,"[Turn 6] [SPEAKER] Speaker 2: Well this is great. Y’know, those cameras were the only thing that was gonna cheer [E1]Monica[/E1] up today, she’s really depressed.",positive,0.9,"the speaker uses language of empathy and understanding, indicating a favorable social bond and positive emotional attribution toward the subject (monica). the speaker acknowledges monica's emotional s"
conv_615,Speaker 1,Phoebe,[Turn 10] [SPEAKER] Speaker 2: What's up? Is [E2]Phoebe[/E2] OK?,positive,0.8,"the speaker uses a casual greeting (""what's up?""), which is a common way to initiate a conversation. the question about phoebe's well-being (""is phoebe ok?"") shows concern and interest in the other pe"
conv_200,Speaker 4,Pottery Barn,[Turn 9] [SPEAKER] Speaker 4: I hate [E2]Pottery Barn[/E2] too. They kicked me out of there just because I sat on a bed!,negative,0.9,"the speaker uses language of criticism, rejection, or hostility, indicating a negative emotional attribution toward the object (pottery barn)."
conv_844,Nicole Kidman,Tom Cruise,[Turn 10] [SPEAKER] Speaker 4: [E2]Tom Cruise[/E2] and [E1]Nicole Kidman[/E1].,neutral,0.8,"the speaker mentions two celebrities, indicating a neutral or observational tone. the dialogue lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_8,Speaker 1,Mitzi,[Turn 2] [SPEAKER] Speaker 2: [E2]Mitzi[/E2] is.....,positive,0.8,"the speaker uses a pause and an ellipsis to create suspense, indicating a sense of surprise or revelation. the use of the name ""mitzi"" also implies a personal connection or familiarity."
