conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_233,Chandler,Monica,"(-1 Turn: Speaker 1: I’d like to propose a toast. To Monica and Chandler, the greatest couple in the world. And my best friends. Now, my when I first found out they were getting married I was, I was a little angry. I was like, ""Why God? Why? How can you take them away from me?!"" But then I thought back over all our memories together, some happy memories. And-and there was some sad memories. I’m sorry. And-and some scared memories—Whoa! Eh? And then, and then I realized I’ll always be their friend, their friend who can speak in many dialects and has training in stage combat and is willing to do partial nudity. Oh! To the happy couple!) (Target Turn: Speaker 1: I’d like to propose a toast. To Monica and Chandler, the greatest couple in the world. And my best friends. Now, my when I first found out they were getting married I was, I was a little angry. I was like, ""Why God? Why? How can you take them away from me?!"" But then I thought back over all our memories together, some happy memories. And-and there was some sad memories. I’m sorry. And-and some scared memories—Whoa! Eh? And then, and then I realized I’ll always be their friend, their friend who can speak in many dialects and has training in stage combat and is willing to do partial nudity. Oh! To the happy couple!) (+1 Turn: Speaker 1: I’d like to propose a toast. To Monica and Chandler, the greatest couple in the world. And my best friends. Now, my when I first found out they were getting married I was, I was a little angry. I was like, ""Why God? Why? How can you take them away from me?!"" But then I thought back over all our memories together, some happy memories. And-and there was some sad memories. I’m sorry. And-and some scared memories—Whoa! Eh? And then, and then I realized I’ll always be their friend, their friend who can speak in many dialects and has training in stage combat and is willing to do partial nudity. Oh! To the happy couple!)",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also acknowledges their initial anger"
conv_295,Phoebe,Pottery Barn,"(-1 Turn: Speaker 2: I know you did, cookie. Oh, I know you did. So tell me. Did you see her?) (Target Turn: Speaker 1: Ross! Phoebe’s gonna be here any second, she cannot see this!) (+1 Turn: Speaker 1: Ross! Phoebe’s gonna be here any second, she cannot see this!)",negative,0.8,"the speaker is trying to hide something from phoebe, indicating a sense of secrecy or deception, which can be perceived as negative. additionally, the speaker's tone is urgent and anxious, suggesting"
conv_3,Speaker 2,Clark,"(-1 Turn: Speaker 1: You WHAT? You sang... to our baby daughter... a song about a guy who likes to have sex with women with giant asses?) (Target Turn: Speaker 1: Well, she actually has a boyfriend y’know herself, named Clark. Uh, she also kinda invited herself to our wedding. Clark too.) (+1 Turn: Speaker 1: Well, she actually has a boyfriend y’know herself, named Clark. Uh, she also kinda invited herself to our wedding. Clark too.)",negative,0.8,"the speaker uses language of exclusion, criticism, or blame, indicating an unfavorable social bond and negative emotional attribution toward the target."
conv_1042,Speaker 1,Carol,"(-1 Turn: Speaker 1: The first time! No seriously, imagine if Carol hadn’t realized she was a lesbian.) (Target Turn: Speaker 3: Hey, imagine if I never got fired off Days Of Our Lives! Oh-hey, there’s Carol again!) (+1 Turn: Speaker 3: Hey, imagine if I never got fired off Days Of Our Lives! Oh-hey, there’s Carol again!)",positive,0.9,"the speaker uses language of nostalgia, reminiscence, or shared experience, indicating a positive emotional attribution toward the target."
conv_290,Speaker 1,Brian,(-1 Turn: Speaker 1: Excuse me? You don't think I could get a Brian? Because I could get a Brian. Believe you me. ...I'm really not.) (Target Turn: Speaker 1: Excuse me? You don't think I could get a Brian? Because I could get a Brian. Believe you me. ...I'm really not.) (+1 Turn: Speaker 1: Excuse me? You don't think I could get a Brian? Because I could get a Brian. Believe you me. ...I'm really not.),positive,0.9,"the speaker uses language of assertiveness, confidence, and self-assurance, indicating a positive emotional attribution toward themselves. the speaker also uses language of persuasion, trying to convi"
conv_588,Richard,Monica,"(-1 Turn: Speaker 1: Umm, Chandler, you do realize that those ideas are probably already in Monica's head.) (Target Turn: Speaker 1: Umm, Chandler, you do realize that those ideas are probably already in Monica's head.) (+1 Turn: Speaker 1: Umm, Chandler, you do realize that those ideas are probably already in Monica's head.)",neutral,0.7,"the speaker is expressing concern or skepticism about the ideas being presented, which may indicate a negative emotional attribution. however, the tone is more neutral and inquiring, rather than confr"
conv_558,Speaker 2,Jason,(-1 Turn: Speaker 2: Jason is not a sissy!) (Target Turn: Speaker 2: Jason is not a sissy!) (+1 Turn: Speaker 2: Jason is not a sissy!),negative,0.9,"the speaker uses language that is derogatory and belittling, indicating a negative emotional attribution toward the target."
conv_71,Ross,Mona,"(-1 Turn: Speaker 1: Hey Joe! You wanna shoot some hoops?) (Target Turn: Speaker 3: Hi! I’m so sorry to barge in on your Valentine’s, but I had to get away from all the yelling. Mona is dumping Ross.) (+1 Turn: Speaker 3: Hi! I’m so sorry to barge in on your Valentine’s, but I had to get away from all the yelling. Mona is dumping Ross.)",negative,0.8,"the speaker is interrupting a romantic celebration, indicating a sense of urgency and emotional distress. the speaker is also sharing a piece of personal news, which can be perceived as a breach of tr"
conv_793,Nancy Branson,Chip,(-1 Turn: Speaker 1: Ugh! I cannot believe Chip dumped me for that slut Nancy Branson. I am never going out with him again. I don't care how much he begs!) (Target Turn: Speaker 2: I think his begging days are over now that he's going out with Nancy Branson.) (+1 Turn: Speaker 2: I think his begging days are over now that he's going out with Nancy Branson.),negative,0.8,"the speaker uses language of exclusion, social rejection, or hostile intent, indicating a negative emotional attribution toward the subject."
conv_198,Speaker 5,Janice,(-1 Turn: Speaker 5: Their not breaking up. Chandler and Janice. Their not breaking up. He didn't blink or anything.) (Target Turn: Speaker 5: Their not breaking up. Chandler and Janice. Their not breaking up. He didn't blink or anything.) (+1 Turn: Speaker 5: Their not breaking up. Chandler and Janice. Their not breaking up. He didn't blink or anything.),positive,0.9,"the speaker's tone is one of relief, indicating a positive emotional attribution toward the subject (chandler and janice). the speaker's language is also reassuring, stating that they are not breaking"
conv_135,Speaker 1,Phoebe,"(-1 Turn: Speaker 2: I am trying to open your eyes, my man! Don't you see, if you lived with Phoebe she's always gonna be there. You're gonna get home, she's there. You go to bed, she's there. You wake up and oh yes, she's there!) (Target Turn: Speaker 2: I am trying to open your eyes, my man! Don't you see, if you lived with Phoebe she's always gonna be there. You're gonna get home, she's there. You go to bed, she's there. You wake up and oh yes, she's there!) (+1 Turn: Speaker 2: I am trying to open your eyes, my man! Don't you see, if you lived with Phoebe she's always gonna be there. You're gonna get home, she's there. You go to bed, she's there. You wake up and oh yes, she's there!)",positive,0.95,"the speaker uses language of affection, intimacy, and emotional appeal, indicating a strong positive emotional attribution toward the subject. the use of ""my man"" and ""always gonna be there"" suggests"
conv_341,Monica,Mr. Geller,"(-1 Turn: Speaker 1: Yeah, I dreamt that he saved me from a burning building and he was so brave and so strong! And it’s making me look at him totally differently. Y’know, I mean he used to be just, y’know “Jack Geller Monica and Ross’s dad” and now he’s he’s “Jack Geller, dream hunk."") (Target Turn: Speaker 1: Yeah, I dreamt that he saved me from a burning building and he was so brave and so strong! And it’s making me look at him totally differently. Y’know, I mean he used to be just, y’know “Jack Geller Monica and Ross’s dad” and now he’s he’s “Jack Geller, dream hunk."") (+1 Turn: Speaker 1: Yeah, I dreamt that he saved me from a burning building and he was so brave and so strong! And it’s making me look at him totally differently. Y’know, I mean he used to be just, y’know “Jack Geller Monica and Ross’s dad” and now he’s he’s “Jack Geller, dream hunk."")",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_148,Bill,Speaker 3,"(-1 Turn: Speaker 1: Hey, Phoebs) (Target Turn: Speaker 1: Uhm, we just wanna give you a heads-up. Bill and Colleen hate us.) (+1 Turn: Speaker 1: Uhm, we just wanna give you a heads-up. Bill and Colleen hate us.)",negative,0.9,"the speaker uses language of social rejection, conflict, or hostile intent, indicating a negative emotional attribution toward the target."
conv_20,Speaker 2,Tag,"(-1 Turn: Speaker 2: It was ... oh my god. He didn't have a last name. It was just ""Tag"". You know, like Cher, or, you know, Moses.) (Target Turn: Speaker 2: It was ... oh my god. He didn't have a last name. It was just ""Tag"". You know, like Cher, or, you know, Moses.) (+1 Turn: Speaker 2: It was ... oh my god. He didn't have a last name. It was just ""Tag"". You know, like Cher, or, you know, Moses.)",neutral,0.8,"the speaker uses language of surprise, curiosity, or fascination, indicating a neutral emotional attribution toward the target. the tone is more observational than emotional."
conv_294,Denise,Speaker 2,"(-1 Turn: Speaker 5: Pheebs, I don’t understand. How can you have a roommate that none of us know anything about?) (Target Turn: Speaker 2: Maybe because you never listen to anything that I say. I talk about her all the time! DENISE!!!!!) (+1 Turn: Speaker 2: Maybe because you never listen to anything that I say. I talk about her all the time! DENISE!!!!!)",negative,0.9,"the speaker uses language of criticism, blame, or accusation, indicating a negative emotional attribution toward the target. the speaker's tone is confrontational and aggressive, suggesting a strong n"
conv_844,Kathy,Speaker 3,(-1 Turn: N/A) (Target Turn: Speaker 1: Ooh! How was Kathy’s play?) (+1 Turn: Speaker 1: Ooh! How was Kathy’s play?),positive,0.8,"the speaker's tone is inquisitive and enthusiastic, indicating a positive emotional attribution toward the target, kathy."
